State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/09/2022,Micrograms/cubic meter (LC),None,1,100,8.5,8.5,0,35,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/10/2022,Micrograms/cubic meter (LC),None,1,100,8.6,8.6,0,36,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/11/2022,Micrograms/cubic meter (LC),None,1,100,10.2,10.2,0,43,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/12/2022,Micrograms/cubic meter (LC),None,1,100,11.9,11.9,0,50,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/13/2022,Micrograms/cubic meter (LC),None,1,100,4,4,0,17,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/14/2022,Micrograms/cubic meter (LC),None,1,100,4.7,4.7,0,20,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/15/2022,Micrograms/cubic meter (LC),None,1,100,9.8,9.8,0,41,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/16/2022,Micrograms/cubic meter (LC),None,1,100,9,9,0,38,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/17/2022,Micrograms/cubic meter (LC),None,1,100,5.2,5.2,0,22,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/18/2022,Micrograms/cubic meter (LC),None,1,100,1.1,1.1,0,5,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/19/2022,Micrograms/cubic meter (LC),None,1,100,3.5,3.5,0,15,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/20/2022,Micrograms/cubic meter (LC),None,1,100,4.8,4.8,0,20,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/21/2022,Micrograms/cubic meter (LC),None,1,100,9.3,9.3,0,39,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/22/2022,Micrograms/cubic meter (LC),None,1,100,4.3,4.3,0,18,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/23/2022,Micrograms/cubic meter (LC),None,1,100,2.5,2.5,0,10,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/24/2022,Micrograms/cubic meter (LC),None,1,100,6,6,0,25,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/25/2022,Micrograms/cubic meter (LC),None,1,100,4,4,0,17,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/26/2022,Micrograms/cubic meter (LC),None,1,100,4,4,0,17,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/27/2022,Micrograms/cubic meter (LC),None,1,100,3.6,3.6,0,15,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,02/28/2022,Micrograms/cubic meter (LC),None,1,100,4,4,0,17,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/01/2022,Micrograms/cubic meter (LC),None,1,100,5.7,5.7,0,24,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/02/2022,Micrograms/cubic meter (LC),None,1,100,7.5,7.5,0,31,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/03/2022,Micrograms/cubic meter (LC),None,1,100,12.8,12.8,0,52,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/04/2022,Micrograms/cubic meter (LC),None,1,100,12.5,12.5,0,52,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/05/2022,Micrograms/cubic meter (LC),None,1,100,13,13,0,53,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/06/2022,Micrograms/cubic meter (LC),None,1,100,8.3,8.3,0,35,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/07/2022,Micrograms/cubic meter (LC),None,1,100,8.2,8.2,0,34,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/08/2022,Micrograms/cubic meter (LC),None,1,100,3,3,0,13,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/09/2022,Micrograms/cubic meter (LC),None,1,100,1.9,1.9,0,8,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/10/2022,Micrograms/cubic meter (LC),None,1,100,2.4,2.4,0,10,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/11/2022,Micrograms/cubic meter (LC),None,1,100,4.8,4.8,0,20,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/12/2022,Micrograms/cubic meter (LC),None,1,100,2,2,0,8,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/13/2022,Micrograms/cubic meter (LC),None,1,100,4.6,4.6,0,19,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/14/2022,Micrograms/cubic meter (LC),None,1,100,7.3,7.3,0,30,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/15/2022,Micrograms/cubic meter (LC),None,1,100,9.2,9.2,0,38,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/16/2022,Micrograms/cubic meter (LC),None,1,100,6.4,6.4,0,27,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/17/2022,Micrograms/cubic meter (LC),None,1,100,4.8,4.8,0,20,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/18/2022,Micrograms/cubic meter (LC),None,1,100,7.3,7.3,0,30,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/19/2022,Micrograms/cubic meter (LC),None,1,100,3.2,3.2,0,13,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/20/2022,Micrograms/cubic meter (LC),None,1,100,3.2,3.2,0,13,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/21/2022,Micrograms/cubic meter (LC),None,1,100,8.9,8.9,0,37,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
37,21,34,88101,3,35.6062,-82.5844,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,03/22/2022,Micrograms/cubic meter (LC),None,1,100,9.4,9.4,0,39,, - ,Board Of Ed. Bldg.,175 BINGHAM ROAD,North Carolina,Buncombe,Asheville,"Asheville, NC",09/26/2022
